 -250.00000000     7.17000000
 -240.00000000     6.00300000
 -230.00000000     5.00300000
 -220.00000000     7.50400000
 -210.00000000     8.00400000
 -200.00000000     6.00300000
 -190.00000000     6.50300000
 -180.00000000     5.50300000
 -170.00000000     6.00300000
 -160.00000000     7.50400000
 -150.00000000     7.00400000
 -140.00000000    12.00600000
 -130.00000000     5.50300000
 -120.00000000    10.00500000
 -110.00000000     8.00400000
 -100.00000000     9.50500000
  -90.00000000     7.50400000
  -80.00000000     5.00300000
  -70.00000000     7.00400000
  -60.00000000     8.00400000
  -50.00000000     5.50300000
  -40.00000000     4.50200000
  -30.00000000     5.50300000
  -20.00000000     8.50400000
  -10.00000000     6.50300000
    0.00000000     7.50400000
   10.00000000     6.50300000
   20.00000000     7.00400000
   30.00000000     8.50400000
   40.00000000     5.00300000
   50.00000000     8.50400000
   60.00000000     7.50400000
   70.00000000     4.50200000
   80.00000000     8.50400000
   90.00000000     1.50100000
  100.00000000     6.50300000
  110.00000000     6.50300000
  120.00000000     5.50300000
  130.00000000     8.00400000
  140.00000000    10.50500000
  150.00000000     7.00400000
  160.00000000     4.50200000
  170.00000000     5.50300000
  180.00000000     5.00300000
  190.00000000     7.50400000
  200.00000000     8.00400000
  210.00000000     3.00200000
  220.00000000     6.50300000
  230.00000000     8.50400000
  240.00000000     8.00400000
  250.00000000     5.67000000
